comment,n_star,date_time,label,positive_count,neutral_count,negative_count
cập_nhật ổn camera xấu tệ hy_vọng cập_nhật camera tốt hơn bản,3,14/06/2019,Neutral,1,0,1
mới dùng đc tầm nửa tháng thấy khá ok mượt chơi game mức_độ mặc_định ok pin đc lâu sạc nhanh,5,18/02/2020,Positive,3,0,0
mình mua máy samsung anumbers number ngày nói_chung máy xài ổn trong tầm giá pin trâu chơi game xài number đến number ngày còn chơi game liên_quân tầm number ngày chụp hình đẹp máy mượt lâu_lâu cảm_biến vân tay nhạy ngón tay hơi ướt xíu máy nhận vân tay luôn ốp lưng xài hơi xót xíu mình làm trong môi_trường chăn_nuôi bụi cám kia,5,24/10/2019,Positive,4,1,2
sao thoảng tôi mở máy đợi numbers màn_hình mới nó làm tôi thấy khó_chịu còn ok,4,7/5/2020,Neutral,1,0,1
iphone luôn ổn_định thiết_kế mới lỗi_thời mình cầm con iphone nào mình nghĩ pin nó đủ xài trong ngày bạn nào bảo pin nó yếu một ngày xài quá thôi thích iphone lâu tội tài_chính eo_hẹp tich góp cuối năm rước một e zìa quê luôn,5,28/05/2017,Positive,2,2,0
mua đag dùng thất_vọng camera mờ hay nổi quảng cáopin xuống rraats nhanh khuyên mọi người đừng mua,1,22/02/2020,Negative,0,0,4
lỗi lưu ảnh viền number góc sáng khá bực mong xiaomi việt_nam sớm cách khắc_phục,1,19/04/2020,Negative,0,1,2
tôi nghĩ nó number star numbertr tầm giá rẻ rách đường truyền chập_chờn nó tôi đánh_giá number star,4,25/12/2019,Neutral,1,0,1
máy dùng ok cài khóa mk vân tay khuôn_mặt mở ko vuốt mở đc còn ổn bluetooth bình_thường pin lâu nhạc hay,4,23/01/2020,Positive,2,1,0
máy chs game khá mượtpin trâu mọi vấn_đề ok sản_phẩm trong tầm giá quá tuyệt_vời,5,19/06/2020,Positive,3,1,0
điện_thoại đẹp màn_hình rõ nghe gọi ok chụp hình đẹp giá tầm quá ok nhân_viên tgdd thoại_sơn an giang cực_kỳ dễ_thương luôn,5,25/01/2020,Positive,6,0,0
xài ok máy mượt chụp ảnh đẹp sạc nhanh sao bạn chê tào_lao quá pin numberk xài number ngày tốt,5,21/12/2019,Positive,4,0,0
snumber ultra mức giá bằng oppo find xnumber mua find xnumber oppo hơn hẳn con ultra về cấu_hình màn_hình pin tốc_độ sạc ultra hơn về chụp ảnh thôi còn oppo find xnumber max mượt max phê,4,10/6/2020,Negative,1,0,4
máy mới mua về xài number bựa tự_tiện đo treo logo numberp mới khỏi ding tính_năng chụp màn_hình nứt nguồn giảm âm_lượng chụp,1,22/01/2020,Negative,0,0,2
number tuần sử_dụng mình đánh_giá về camera thấy bình_thường cam truớc tốt lắm cấu_hình bằng con vsmart numbertr máy đẹp nhẹ mỏng pin tạm ngày sạc pin number lần bạn nào mua màn đẹp vs camera mua còn mua chơi game ko lựa,4,1/4/2020,Positive,2,2,1
sản_phẩm tai_nghe hả bạn mình mua bên tgdd noi la_k tai_nghe đúng k ạ,1,29/02/2020,Negative,0,0,0
sản_phẩm đẹp tuyệt_vời hi_vọng trong qtrinh sd k xảy lỗi nv nhiệt_tình ms,5,16/09/2019,Positive,2,0,0
mua lâu vân tay quá kém dí mãi mới mở đc chơi game vd liên_quân cảm_ứng ko nhạy kém máy nóng thỉnh_thoảng đơ number tý ko mạng hay fpslúc chơi loa ngoài chơi game khá nhỏ bạn nào hay chô game chọn con khác con sang chảnh đc,1,7/10/2019,Negative,1,0,2
máy okmượtchơi game quá đỉnhcó pin hơi tụt okvừa vs túi_tiền ok,5,17/04/2019,Positive,2,1,1
notenumber bin tệ máy ko xài tuột phần_trăm sạt đầy number pin ko xài ság tới tối về nhìn còn number pin kia ko làm dì sao mất nhỉ máy mua dk number tuần pin tệ,1,1/9/2019,Negative,0,0,1
mình mua dùng chơi game khỏi nói còn về xem phim youtube bật sd mờ điện_thoại khác bật sd,5,23/12/2019,Neutral,1,0,1
máy xịn thứ nhất chơi game mượt chíp snap thứ hai pin trâu xài cả ngày còn number thư ba màn_hình đẹp chụp hình sáng,5,31/01/2020,Positive,5,0,0
mình mới mua hồi chiều minh vo cài_đặt tìm ram thấy mình hỏi ram nó nằm ở đâu,5,14/08/2020,Negative,0,0,0
mọi thứ xài khá ok pin tuột nhanh kinh_khủng xài tuột number chực numberp còn number ý game,1,8/2/2020,Neutral,1,0,1
thấy mọi người đánh_giá lỗi phần_mềm bạn mua máy phần_mềm cập_nhật mình mua máy một tháng dùng ok một lỗi nào xiaomi update phần_mềm fix lỗi hết bạn yên_tâm mua nhé,5,29/07/2020,Positive,2,0,0
dùng tạm camera quá tệ phần_mềm cài ứng_dụng mặc_định vinid mua sắmquá mua điện_thoại dùng cá_nhân mua điện_thoại vinmart quảng_cáo giá rẻ đáng bỏ tiền mua,1,7/1/2020,Negative,0,1,4
máy mượt pin trâu xạc pin nó ấm z nguy_hiểm_ad ngoài tốt,5,24/03/2020,Positive,2,1,0
e hỏi máy mua một năm r dạo gần pin hay tụt nhanh lắmgiúp em cách khác phục,5,20/07/2020,Negative,0,0,1
sản_phẩm xài tốt number tháng thấy lỗi nào xài tốt chơi pubg call ò duty mobile max seettings ko gật lag nào hết,5,21/10/2019,Positive,2,0,0
pin sạc number tiếng number pin trâu camera chụp hình khá đẹp trong kiện sáng tốt chế_độ chụp cảnh buổi tối khá tốt cảm_biến vân tay nhạy thao_tác xem phim nghe nhạc lướt web mượt quay_phim chống rung tốt loa đủ nghe ấm màn_hình hiển nét mình k biết rổ hay đánh_giá number ngày mình sử_dụng điện_thoại tốt trong tầm giá number triệu đòi_hỏi về game hay thao_tác nặng hơn,5,18/03/2020,Positive,5,1,0
good máy dùng mượt pin hơi kém tí nói_chung ok nhân_viên nhiệt_tình thanks thế_giới di_động,5,2/11/2019,Positive,3,0,1
quá thất_vọng mời mua number ngày xài cảm_giác quá tệ luôn thua cả con jnumberpro mua năm number pin nhanh hết zalo fb thôi xài number buổi bình_thường hết number pin còn bắt sóng wifi numberg kém chat zalo nhận tin hoặc lâu mới nhận còn kiểu_dáng camera tốc_độ ok đề_nghị samsung xem,2,3/1/2020,Neutral,3,0,3
sản_phẩm tốt chơi game tốt pin trâu tội ứng_dụng máy dính quảng_cáo quá trong phần cài_đặt quảng_cáo gg chèn,5,28/02/2020,Positive,2,1,0
sai_lầm mua đt ghê ă nghe nv tư_vấn xoq mua lun về xem cấu_hình mới thấy chán tầm giá màn_hình mức hd sử sụng chip yếu chơi game giật liên_tục,2,29/03/2020,Negative,0,1,3
mình mới mua điện number gb màu tím mức giá thế bạn mua một bản_thân chơi game mượt loa tốt wifi ổn tác vụ bình_thường ok,5,27/06/2020,Positive,3,0,0
thiết_kế đẹp giá_thành chất_lượng cực ổn mình đi du_lịch cầm con selfie ưng_ý,5,16/12/2019,Positive,3,1,0
sao mình sài đc number tháng hư lỗ cắm tai_nghe gọi người khác màn_hình tắt,3,12/6/2020,Negative,0,1,1
mua máy dc number tuần đối number triệu máy quá ok mọi thứ hoạt_động mượt đặc_biệt pin trâu xài number ngày mới sạc pin mình dùng toàn numberg k dùng wifi ít chơi game facebook zalo youtube thỉnh_thoảng xem phim đến tối muốn hết pin sạc k hết dc xứng_đáng số tiền bỏ,5,9/4/2020,Positive,4,0,0
điện_thoại tin nhắn tới lâu_lâu nghe nó rè âm thâm tin nhắn đè_nén đi,4,22/06/2020,Negative,0,0,1
ứng_dụng văn_phòng chán đặc_biệt ng sử dunbj email làm mình còn chơi game vs lướt web chấp_nhận đc pin khoẻ,3,25/05/2020,Neutral,1,0,1
hên ghê mua em giảm numberk giá ưu_đãi numbertrnumber mua number ốp lưng giá numberkthêm khách_hàng thân_thiết giảm thêm numberk tậu luôn tai phone nói thấy máy chạy mượt sao bạn chê mình chơi game quá ok nhân_viên nhiệt tìnhvui_vẻ,5,17/08/2020,Positive,4,0,0
mới mua cách đay mấy ngày thật tệ load hình quá chậm nhảy màn hinhloa nghe nhạc nhỏ,1,3/4/2020,Negative,0,0,3
máy dùng tạm dùng quen ip sáng máy ko ưng về cảm_ứng chất_lượng video xem gây nhức mắt pin khoẻ dùng cả buổi sáng hết number,3,10/12/2019,Negative,1,1,2
đánh_giá number năm sử_dụng chơi game cực pin trâusạc nhanhhiệu năng tốt chụp ảnh ở mức bình_thường đủ dùng làm k dùng sống ảo hay chụp chuyên_nghiệp update phần_mềm thường_xuyên nhược_điểm lớn nhất phần thiết_kế camera lồi quá xước màn_hình siêu bền gorillas number ghét nhất ở máy wifi hay lag kết đáng mua trong tầm giá,4,20/06/2020,Positive,4,2,2
sóng_sánh kém lắmgiữa đất thị_trấn đc number vạch wifi phòng trong cách khoảng numberm bắt đc number vạch gửi đi hãng thẩm_định pin đêm tắt hết ứng dụngmạng sáng dậy tụt number chơi liên_quân đôi khựng chútđc màn nét,2,3/7/2020,Negative,1,0,3
mọi thứ ổn trừ đánh_thức cảm_ứng màn_hình sài nút bấm nguồn,3,16/07/2020,Neutral,1,0,1
huawei pnumber lite sở_hữu màn_hình number inch độ phân_giải full hd phần notch kiểu giọt nước tích_hợp chip kirin number viên pin dung_lượng number mah hỗ_trợ sạc nhanh numberw trang cụm number camera number mp,4,19/03/2019,Neutral,0,6,0
ok tất tội loa hơi nhỏ number tí màn_hình xem phim k mỏi_mắt hình_ảnh k mượt lắm còn chíp antutu đc numberk điểm mạnh hơn hẳn numberg,4,19/02/2020,Neutral,2,0,2
mình cảm_thấy oppo ko mượt quảng_cáo máy mình sử_dụng lỗi ứng_dụng number ngày đổi máy khác chụp hình mặt sưng ko đẹp ko đáng bỏ gần number triệu,5,20/06/2020,Negative,0,0,4
tôi thích sản_phẩm tâm già number khó còn nào nó vẻ ngoài hình lẫn chức_năng,5,8/4/2020,Positive,2,1,0
pin tuột hơi nhanh đấy lướt fb bật tiết_kiệm pin numberp number còn number cảm_biến vâng tay tạm thôi chụp hình đẹp k hài_lòng về pin con thôi bù sạc nhanh_đỡ,4,3/2/2020,Neutral,1,2,0
cảm_nhận mình sử_dụng anumber thật quá tốt mình sợ lỗi nó tham khảm ý_kiến mua thật chê_trách pin trâu màn đẹp xem phim chơi game thích đặc_biệt viền bezel máy mỏng ae nào còn lăng tăng hay tham khảm mình nói thật mua trải nghiệm mới biết máy thế_nào đâu một máy lỗi tất_cả lỗi đâu riêng mình đánh_giá e tốt tầm tiền bỏ nhé,5,3/7/2019,Positive,4,1,0
máy ok hơi thất_vọng về pin tấm dán màn zin dùng tấm dán film cảm_giác k mượt thái_độ phục_vụ tốt number,4,13/06/2020,Negative,1,1,1
máy mới nghe gọi to rõ ok nhân_viên tgdd nhiệt_tình thích máy tuy nghệ gọi đủ chức_năng nghe nhạc to khá hay,5,10/8/2020,Positive,2,0,0
máy dùng ok pin trâu nhân_viên tư_vấn nhiệt_tình chất_lượng đúng giá_thành,4,12/8/2020,Positive,3,1,0
quá ngon mọi người ơi ủng_hộ bác vượng đi nào v pin trâu mượt tính_năng thú_vị đặc_biệt trả_lời tin nhắn nhanh wp number,5,19/02/2020,Positive,4,0,0
dùng number ngày mọi trải nghiệm tuyệt_vời pin ổn màn_hình tốt hề xấu hay rổ duy_nhất khoảng chụp ảnh xóa_phông vật_thể làm tốt chắc thiếu camera tele,4,4/11/2019,Positive,3,0,1
điện_thoại mọi thứ ổn cảm_biến vân tay pin hơi tệ giá,4,20/11/2019,Negative,1,0,2
mới mua hơn number tháng màn_hình lỗi number chấm xanh màn_hình cảm_ứng hơi đơ loa hơi rè mình đến điện_máy xanh bảo_hành màn hìnhquá buồn một giá cao đổi k hài_lòng cảm_thấy hối_hận mua máy,1,25/11/2019,Negative,0,0,4
máy lỗi kết_nối bluetooth đổi máy mới tình_trạng kết_nối chập_chờn bao_giờ sài samsung ko hài hài_lòng bây_giờ,3,17/01/2020,Negative,0,0,2
điện_thoại khá tốt pin trâu khá mượt bắt wifi cực tốt thỉnh_thoảng máy đơ thoát máy ko cập_nhật miul number,4,8/7/2020,Positive,3,1,0
nghe bảo điện_thoại chơi game nóng mua về chiến liên_quân number numberh liên_tục thấy ấm nóng lời đồn thứ khác vũng chẳng nói quá ngon,5,4/3/2020,Positive,1,1,0
number máy chơi game lướt web ít sử_dụng giữ pin cao nhất khoảng number ngày number tiếng tính luôn cả ngủ nhé ngủ chẳng động tới number ngày mn nói đâu number nhạc nghe cà_giật khó_chịu luôn number quay video mờ chán còn okie,3,3/12/2019,Negative,1,1,2
nói_chung khá ổn mức giá nhược_điểm selfie number k lấy đc nét chuẩn con anumbers,3,14/07/2020,Negative,1,1,1
cam ứng pin hơi mau hết sac nhanh biêt mai_mốt câp nhật nó hết,3,14/08/2020,Negative,0,1,1
mọi người suy_nghĩ kỹ mua thứ nhất bắt sóng yếu thứ hai camera lâu_lâu lỗi chơi game giật lát ram đa_phần ram ảo áo mọi người nói đâu mua mọi người test cửa_hàng thế_giới di_động chất_lượng mình mong_muốn hãy mua,2,18/07/2020,Negative,0,0,3
chơi game ở mức ổn_định cấu_hình trung_bình lâu_lâu lag pin xài lâu sạc pin nhanh giá number triệu ok,4,20/02/2020,Neutral,1,3,0
sản_phẩm thiết_kế đẹp giá chính hãng bảo_hành tốt pin dùng cả ngày đi làm ko hết chụp ảnh đẹp tuyệt_vời,5,7/9/2018,Positive,4,1,0
k bk bản cập nhập lỗi hay k ngày xài thấy lag dt hôm_nay nt messenger còn lag soạn tin xog chữ dk đánh xog bỏ sô tiền cao mua sản_phẩm thấy thất_vọng quá,2,1/6/2020,Negative,0,0,3
hai buồn máy ko ý mua number tuần pin ko trâu vân tay ko nhạy tuy khóa màn_hình sơ_hở tắt khóa loạn cảm_ứng gọi lung_tung hết tiền phiền haizz sai làm mua con nhân_viên tgdd vui_vẻ nhiệt_tình chê máy ko chê thái_độ phục_vụ,1,25/12/2019,Negative,1,0,3
sao em mới mua ma tụt pin nhanh vạy sắc pin nhanh pin ko trâu j het xài đc number tụt numberphan trăm pin roi,1,8/2/2020,Negative,0,0,1
loa ngoài lâu_lâu rè biết phần_mềm hay phần_cứng tắt màn_hình mở hết,3,2/2/2020,Negative,0,0,1
cảm_nhận sử_dụng number tháng máy ok tốt pin lâu cấu_hình chơi game ổn number camera ko đc tốt xị hếttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt,5,14/08/2020,Positive,3,0,1
mới_đầu sd thi ổn cảm_ứng chạm giật lác treo máy thường_xuyên gọi zalo ma treo máy nghĩ chán,1,18/03/2020,Negative,0,0,3
máy đẹp màn to tràn mượt trâu nv nhiệt_tình vó quà tặng galaxy đi ăn lòi mảng họng number sao máy mua phụ_huynh,4,28/12/2019,Positive,5,0,0
minh dung con note lỗi phần chân sac pinnó tích_hợp quá nhiều ứng_dụng công_năng vì_thế thời_tiết ẩm_ướt là ko sạc được pinmới mua máy vài hôm sạc pin vào hỏi ttbh ssnó trả_lời lỗi ro người dùng bị dính nước tư_vấn mình thay cụm chân sạc nếư đồng_ý phải thanh_toán hơn numbertr,1,10/4/2020,Negative,0,0,1
note number pro trừ sài numberg chơi game lag kinh_khủng còn ok hết pin trâu,3,27/10/2019,Positive,2,1,1
camera quá kémnumber chấm ko bằng number chấm samsungcòn mọi thứ tốttạm chấp_nhận giá tiền đấy,4,19/07/2019,Negative,1,1,1
mình dùng number tháng đánh_giá khá mượt chơi game ok chức_năng rung báo cuộc gọi bé đút_túi quần k phát_hiện đôi lỗi cuộc_gọi nghe thấy đầu dây kia nói khởi_động tắt chức_năng báo tin nhắn zalo mình tìm khá cách đk,2,20/06/2020,Neutral,1,0,1
xài một tháng mượt sạc nhanh pin trâu chụp ảnh tạm ổn chơi game kiểu kg nóng nhétóm vô đối trong tầm giá,5,29/11/2019,Positive,3,2,0
cammera chụp tỷ_lệ number hoặc number bức ảnh khá ok cấu_hình chạy ổn mượt chơi game hơi nóng máy,5,29/10/2019,Neutral,0,2,0
giờ mấy biết ai xài con máy vismart hay realme wifi yếu tắt dịch_vụ vị_trí nhé bật max mạnh,5,5/5/2020,Neutral,0,2,0
máy dùng tốt ổn_định ko lỗi chơi game mượt ổn_định nóng máy nói_chung ai chơi game mua máy camera ok pin trâu sạc nhanh nhân_viên bán nhiệt_tình,5,15/07/2020,Positive,5,0,0
mình mua con anumber dùng numbertháng nói_chung ok thấy lỗi mình ít chơi game,4,28/07/2020,Positive,1,0,0
mình mua thật mượt lắm camera đẹp cả góc rộng mình mua bản màu xanh đối vs con chip exynos number nhà samsung ổn pin number mah mình xài xuyên suốt gần number ngày,5,23/03/2020,Positive,3,1,0
về cấu_hình quá tốt tầm giá nàynhưng điểm trừ ở kiểu_dáng kém mạnh mẽnếu apple làm gốc cạnh iphone number se quá đẹp rồihơi tiếc,4,8/7/2020,Negative,1,1,1
mới mua hồi tối mình cảm_thấy sản_phẩm hình đẹp game mượt pin ok bắt song numberg hơi kém dù mình ở tp,5,5/8/2020,Positive,3,0,1
pin tệ luôn xài kiểm_tra k ứng_dụng ngầm tới chiều còn number uổng_phí mua nhân_viên tư_vấn nói xài lâu lắm xem cách tư_vấn ng mua hàng đừng nói_dối bán hàng j nghỉ đến quyền_lợi ng tiêu_dùng,1,2/11/2019,Negative,0,0,3
máy mọi thứ tốt đáng tiền lưu_ý anh_em dùng thay cục sạc nhẹ hơn đỡ nóng máy trai pin nhé sạc nhanh numberw nóng lắm hãng nào cả,5,22/05/2020,Positive,1,1,0
máy tốt mở khóa khuôn_mặt hơi lâu đợi khoảng mấy giây chơi liên_quân dung_lượng pin number mah number ngày ko ngày thứ hai camera tạm,4,16/09/2019,Neutral,0,3,1
tui mua ở thế_giới di_động tới numbertrnumber sao giờ rẽ thếtui mua về máy yếu quá muốn đập thật pin cùi quá,2,21/05/2020,Negative,0,0,3
máy xài khỏi chê cảm_ứng vân tay nhạy bấm mấy lần mới,4,14/09/2019,Neutral,1,0,1
tệ bỏ gần number triệu nhận màn_hình lỗi cảm_ứng đa điểm chơi liên_quân quá tệ quá tệ ức_chế,1,7/5/2019,Negative,0,1,2
thật máy mượt mạnh camera đẹp nét màn_hình hiển_thị đẹp pin ko trâu lắm,5,4/5/2019,Positive,3,0,1
sản_phẩm mớithiết kế đẹp_mắt pin bao trâumực dù k sạc nhanh vô pin mau,5,22/05/2020,Positive,2,0,0
mua test mấy game nặng thấy ok cảm_biến vân tay k đc nhạy lắm,5,22/06/2019,Negative,0,1,1
máy xài khá ok bắt wifi quá tệ kh dùng quá lag vân tay quá tệ nhận_diện khuôn_mặt ok kh hài_lòng về bắt sóng wifi,2,10/8/2019,Positive,1,1,0
tuyệt_vời vsmart joy number pin trâu kinh_khủng_khiếp thiết_kế màn_hình numbert inch đẹp,5,19/02/2020,Positive,3,0,0
pin trâu game mượt cấu_hình ổn hiệu_năng tuyệt_vời camera đủ chức_năng khá ổn trong tầm giá mua vivo hơn oppo realme phân khúc,5,8/8/2020,Positive,5,1,0
mình mua ở tgdd đc vài ngày nhân_viên tư_vấn nhiệt_tình chu_đáo còn máy dùng pin hơi tụt nhanh một_chút dùng tạm chấp_nhận đc còn mọi thứ thấy ok,4,24/06/2019,Positive,2,1,0
sefie màu_da vàng_khè nút ứng_dụng mờ ko sắc nét tầm giá thất_vọng quá mới mua hom thực muốn đổi ko biết sao,3,2/10/2019,Negative,0,1,3
máy_tiện_lợi người lớn_tuổi mua ông nội number máy trang thêm viên lớn tuyệt_vời,5,11/9/2019,Neutral,0,1,0
máy sài mượt chụp đêm ảnh thu sáng tốt tiếc kiện hốt em snumber ultra ngon,5,7/3/2020,Positive,2,0,0
máy bắt mạng kém quá đôi chơi game đơ bực_mình thất bỏ gần numbertr mua con máy quá thất_vọng,1,16/07/2020,Negative,0,1,2
mới mua number ngày sạc number lần number tiếng number lần sạc thường ko chơi game mạng đọc tin_tức pin còn number nạn ghê,4,3/4/2020,Negative,0,0,1
mới mua number ngày mọi thứ tạm ổn quá thất_vọng về pin mag tiếng dung_lượng pin number xài hụt pin hơn cả oppo fnumber numbermah yên number ngày numbert k đụng vô k bật bất_kỳ ứng_dụng hay chương_trình nào tụt hơn number sao,3,6/8/2020,Negative,0,1,1
nhận máy mnumber hôm_nay đc number hôm máy lỗi đen màn gọi rung nhấn rung làm k sáng màn lần đầu m tự khởi_động lần number gọi tổng_đài bảo retore cài_đặt gốc lần number gọi tổng_đài bảo mang quán nhân_viên vọc tí khởi_động bảo máy bt k đổi mình tin_tưởng tgdd hay mua hàng ở nghĩ bh kiểu tốt ai dè lần thất_vọng vô,1,13/04/2020,Negative,0,0,2
máy mua sử_dụng bình_thường còn ai mua chiến game đừng mua chơi pubg dùng gyroscop nó chậm khoảng number giây ghìm tay giật phát k độ ổn_định mới mua xong về bán mất number giá_trị ban_đầu đừng ai mua chơi game chọn mua dòng xiaomi chất nhất,3,18/04/2020,Negative,0,0,1
dùng máy tốt hệ hành mượt camera đẹp chụp tốt pin khỏe number ngày dùng mới sac,5,16/08/2018,Positive,4,0,0
mọi thứ ổn làm tốtchỉ chơi pubg ngắm kéo mãi đéo chịu đi loạn cmn cảm_ứng chán,2,24/05/2019,Neutral,1,0,1
thấy bác chê quáchứ e sài_thấy ổn pin trâu sài cã ngày vivu wifi numberg ổn cã nhận_diện khuôn_mặt hơi chậm vân tay củng k nhạy lắm ngoài thấy tất cã ổn trong tầm tiền bỏ,5,10/7/2020,Positive,2,2,0
vsmart active number ổn giá_cả tốt chúc tập_đoàn vingroup ngày vương cao_sản_xuất sản_phẩm thông_minh hơn,5,24/02/2020,Positive,3,0,0
sản_phẩm ngon_lành trong tầm giámua phụ_huynh dùng thíchmáy nhanhpin trâusóng điện_thoại tốt,5,17/02/2020,Positive,4,1,0
mua máy dc number hôm r tất ổn chiến game tốt pubg liên_quân bản cập_nhật mới chơi tốt pin ổn thể xài đc cả ngày tuy_nhiên chiến game tốt facebook lướt tý dấu_hiệu hơi khựng đi kéo trang xuống còn ứng_dụng khác tốt vẽ facebook dc tối_ưu kĩ hay s ấy,4,18/07/2019,Positive,2,1,0
biết ai giống e cam cấn nhẹ nứt một đường ạ thiết_nghĩ mua ốp lưng bảo_vệ cụm cam hoặc dán cường_lực còn mọi thứ tốt trong tầm giá nv bán hàng nhiệt_tình,4,6/4/2020,Positive,2,1,1
thiết_kế đẹp chụp hình rõ sắc nét cảm_ứng mượt pin dùng number ngày phù_hợp tầm giá,5,8/6/2020,Positive,4,2,0
máy xài ổn_định pin xài hơn number ngày mới hết mạng mẽo cũng ok mỗi tội lúc có cuộc_gọi thì mất data,5,5/5/2020,Positive,2,1,0
mua sản_phẩm đẹp ưng_ý thích k hối_tiếc mua sp tuyệt_vời giá màu xanh tôi mua thêm,5,17/12/2019,Positive,2,0,0
pin number tụt quá nhanh lướt mất number đêm còn hơn hỏi nhân_viên kêu cắm sạc đêm hết vân tay nhận_diện khá chậm còn ổnko biết number lite ko,2,29/03/2020,Negative,1,0,2
máy mượt bắt sóng kémsạc pin nóngpin hao nhanh mới mua mấy ngày giá giảm rồimất numberk,4,29/02/2020,Negative,1,0,3
mua gần tháng cảm_thấy hài_lòng pin trâu chơi liên_quân bằng numberg liên_tục đk number tiếng còn gần number pin máy đẹp sạc number gần number tiếng đầy nhân_viên chu_đáo nhiệt_tình,5,13/02/2020,Positive,4,0,0
