comment,n_star,date_time,label
sản_phẩm tốt nhân_viên nhiệt_tình tới tận mình về có điều pin mình mong_đợi mặc_dù tác vụ gì nhiều 32gb bộ_nhớ thật_sự khó đủ với mình mặc_dù mình chứa gì nhiều nói_chung mọi thứ khác đều ok,4,6/11/2018,Neutral
sản_phẩm tốt trong tầm giá đôi máy hơi giật lác mượt lắm,5,25/02/2020,Negative
máy trong tầm giá bth pin nó trâu dùng ngon_lành tự_nhiên sập nguồn đơbấm mở nguồn ko đc chờ đến 10p mới mở nguồn cv mình toàn đth ko thôi cv tự_nhiên đơ rụp sập nguồn muốn đập lắm lun á ý_định đổi máy khác biết đc,1,12/4/2020,Negative
quá ngon trong tầm giá lần đầu dùng smartphone đi đâu kè_kè cục xạc giải_trí căn_bản pin 2 ngày,5,21/04/2020,Positive
mình mua 3 ngày về xài thấy tốt công hầu xài suốt ngày 4g mình bật 2424 pin xài 70 6 giờ sáng đến 20 giờ trong dt khác mình xài sạt 2 lần về tất_cả chức_năng còn mình thấy mượt mình hài_lòng về sản_phẩm máy chạy nóng mình mua thêm sản_phẩm gia_đình xài,5,16/01/2020,Positive
mình thấy bạn chê mình thấy máy dùng ok ko lag fb tiktok coi phim loa ok cả mình dùng dt quay_phim chụp ảnh bán hàng online thôi k game gủng dùng messeger rep ib ko đơ sung_sướng nghe gọi loa to rõ ràngnhất khoản thu cũ đổi_mới còn hỗ_trợ trả_góp o mình đổi note8 lấy máy lo note8 nhỏ máy dùng hơn 2 năm dãi nắng dầm mưa mình giờ hay đơ dạo hơi stress lăn_tăn mãi đổi bỏ tiền mua máy mới quá tiếc ko nghĩ đơn_giản đến thế luôn đưa máy cũ đến cầm máy mới về bắt_đầu tháng tháng thanh_toán 1tr3 trong vòng 9 tháng thích bạn nhân_viên tư_vấn nhiệt_tình cực_kỳ,5,14/06/2020,Positive
camera khởi_động phát_âm_thanh khó_chịu giống bth kêu rè rè kiểu ấy,3,23/03/2020,Negative
mình mới mua máy hơn tuần dùng ok luônnhân viên tgdđ nhiệt_tình đáng yêu nói_chung tuyệt,5,18/05/2019,Positive
sản_phẩm khá tốt trong tầm giá sao sạc pin nó nóng thế mặc_dù tôi tắt ánh_sáng mạng đi xoá tác vụ trang nó thế,3,3/4/2020,Negative
máy đẹpchạy mượt màpin sài ổnsạc 3 tiếng đầy pingiá cả hợp lývì mình mua dung_lượng icloud 32gb sài củng tạm,5,6/2/2019,Positive
máy lag nhúc_nhích tgdd đổi trả mua ở tgdd lần cuối thề tẩy_chay tgdd,1,21/09/2019,Negative
pin 5000 dùng trong 1 ngày anh nhân_viên cute cam chụp đẹp xem vd youtube 720p căng,5,28/03/2020,Neutral
pin trâu thích nhất phần chụp hình ok trọn_gói nhân_viên phục_vụ nhiệt_tình,5,2/11/2019,Positive
màn_hình xấu nó ngà_ngà xấu hơn màn_hình note 6 pro xài camera lồi quá mất thẩm_mỹ,4,5/4/2020,Negative
mua sản_phẩm iphone 7plus 128g tgdđ cảm_thấy ok mới mua giá tương_đối cao giờ giá tốt hơn minh se tiếp_tục mua sản_phẩm apple trong thời_gian tới,4,19/06/2017,Positive
hiện dùng thấy ổn camera ok cấu_hình tốt pin trâu máy mới mua dùng khá ổn,5,25/11/2019,Positive
pin trâu loa to thích nhất dong ss ko bao_giờ thất_vọng dòng ss đặc_biệt mua ở tgdd mấy anh_chị nhân_viên tư_vấn nhiệt_tình mk ủng_hộ dài_dài,5,21/07/2020,Positive
pin sạc lâu quá mình cắm sạc 6h đến 9h20 mới 80 độ sáng màn_hình chỉnh xuống 50 quá tối dòng máy khác xuống 20 siêu tối luôn độ sáng 70 mới rõ_ràng hao pin máy mượt chơi free fire ok pugb hơi giật tí đầu sao trong tầm giá quá tốt,5,8/4/2020,Neutral
sao gửi đánh_giá đt xứng giá tiền cam_tệ chụp vỡ nét chụp đêm thảm_hại một trời một vực quảng_cáo pin tụt nhanh sd ít một ngày loa hay nhỏ cảm_biến vân tay gương_mặt khá nhạy chắc còn mới nói_chung mua dt khác giá 7tr5 thiết_kế còn xấu hơn nova 3i nhận tiền học_bổng phi đi mua dt liền mua trúng dt chán quá thất_vọng tràn_trề,2,11/4/2019,Negative
mình mua đc gần 2 tuần chơi game hoặc xem tik tok wf ao r xong kết_nối lầm,5,10/8/2019,Negative
mua hôm 181 máy tốt mượt bin bền cam tạm đc nói_chung ổn trong tầm giá nhân_viên chu_đáo nhiệt_tình,4,18/01/2020,Positive
mik mới mua máy 1 tuầnmình đêm máy hao mất 3 máy mới mua pin,2,2/4/2020,Negative
iphone 7 plus màu đen nhám đẹp máy xài êm mua 20102017 tới nay gần 7 tháng ios 102 xài mượt camera chụp hình đẹp máy mượt nói_chung quyết_định đúng_đắn mua máy,5,5/5/2018,Positive
cảm_ứng vân tay k nhạy lắm xem phim chẳng tràn hình sài tạm đc k mong_đợi,1,2/8/2019,Negative
sử_dụng một tuần máy màn_hình đẹp xem phim nghe nhạc tốtchơi game nặng liên_quân pubg mượt chơi khoảng một tiếng máy nóng giật lag pin 4000 thật tế ko trâu màn_hình lớn độ phân_giải cao tuột pin khá nhanhchụp ảnh màu_sắc trung_thực rõ nét trong tầm giá 5tr con tốt nhất,4,21/07/2019,Positive
tôi mua 2 tháng bây_giờ dùng đơ máythao tác thật chậm mới dc cách giải_quyết k qtv,1,7/4/2020,Negative
wifi điện_thoại tốt lắm mới_đầu tưởng sp lỗi đi đổi tgdd phục_vụ tốt hài_lòng,5,5/2/2018,Neutral
may ngon rẻ chụp nét chơi game ít nóng mình dù đồ_họa cao m ngon hơn samsung,5,14/05/2020,Positive
video màu_sắc nhợt_nhạt lắm chuyển bé màn_hình full màn trong youtube video nhảy màu_sắc sống_động hơn 1s mong sớm sửa lỗi,4,3/4/2020,Neutral
cảm chụp ảnh thấy mờ_nhạt quá mắc dù kiện đủ sángcam thấy tâm ổn,3,25/06/2020,Negative
mình quá thất_vọng về sam sungdùng tháng 3 ngày hỏng mích thu mang đến tt bảo_hành sửa lại phải chờ 2 ngày mới lấy dkmich thu mà có nữa thì cũng gọi là ttbh sam sung nữa chứvân tay thì bao_giờ mở dk 1 lần,2,12/1/2020,Negative
tất_cả ok sóng hơi yếu ở cột sóng 2 cột sóng thôi mong bản cập_nhật chỗ khắc_phục,5,23/07/2020,Neutral
máy ok mấy bạn chơi game khỏe pin châu tuyệt vs tầm giá thấy lỗi hết,5,1/5/2020,Positive
máy mình dùng 3 tháng khá ổn_định về pin hiệu náng sản_phẩm đem nút 6 mình ấn luôn ae mua con thiết_kế đẹp cấu_hình cao chạy đa_nhiệm tốt,5,16/02/2020,Positive
nói_chung điện_thoại xài oke pin ko ưng bụng lắm pin sạc sáng 6h 100 tới chiều 15h 16h rớt khoảng 25 đến 30 mặc_dù dùng chơi game hay truy_cập trang mạng khác thỉnh_thoảng nghe gọi thôi rớt pin đến 4000mah 3000mah,5,19/12/2019,Neutral
nhắm_mắt mua ai dè máy tệ ko thể chấp_nhận giật lag đơ cảm_ứng liên_tục nhân_viên tư_vấn thiếu nhiệt_tình,1,16/10/2019,Negative
tuyệt vờiđánh giá trận thựccùng ủng_hộ thường hiểu viết người vn mình làm,5,14/05/2020,Positive
mua gần 1tuaan sài khá ổn dung_lượng cao pin sài khá lâu muốn làm dì vô cài_đặt mơis,4,30/03/2019,Positive
điện_thoại còn trong thời_gian bảo_hành một loa hỏng 10 ngày sửa_chữa thể chấp_nhận cẩn_trọng mua,3,30/05/2020,Negative
đổi đến con_thứ 2 định đi đổi con_thứ 3 máy đẹp cam đẹp dùng khá thích đến nó đơ cây cơ máy mới mua vài ngày đơ đơ liên_tục con_thứ 1 đơ chụp selfie lỗi bouns thêm quả tụt pin thần_thánh đổi con_thứ 2 mượt 2 ngày_giờ đơ cam oke cam giở_quẻ chụp ảnh lạc trôi luôn may pin xịn dùng k lắm 2 ngày sạc 1 lần giờ đi đổi chả biết gởi lòng tinvận may mình máy nào bác nào xài con nào ngon trong tầm giá 56 củ_e xin ý_kiến tks,1,9/6/2020,Neutral
mới mua về sử_dụng 1 tuần sao mình thấy lần đăng ảnh fb hay instagram ảnh vỡ mặc_dù ảnh chụp nét biết thể đổi trả k,5,31/07/2020,Negative
lần đầu mình xài điện_thoại oppo nói_chung mượt quảng_cáo mình mua giá 139 triệu đáng_giá chụp ảnh đẹp,1,14/06/2020,Negative
1 tuần sử_dụng pin bình_thường camera hơi xấu lướt wed chơi game ở mức_độ tạm chấp_nhận máy ram 6gb chạy đa_nhiệm cực chán bộ_nhớ trong máy tận 128 lo đầy đánh_giá mình trong tầm giá vivo y19 thua máy khác về mọi mặt,3,25/12/2019,Negative
máy dùng ổn chơi ff đc nhạy lắm khá ổn đáng vs giá tiền,5,9/7/2020,Positive
ok nhân_viên phục_vụ xinh gái cảm_thấy tuyệt_vời về mọi chức_năng game thứ ok loát ap fb hay mess ytb nhanh màn_hình to coi phim camera đẹp lắm dô app lightroom chỉnh tuyệt_vời mọi người mua sp,5,1/7/2020,Positive
may sài con media chip đài loan mau hư may choi nổi vô game hay đơ dc cai chup hinh đep bền ngoai con ben trong sai khong ok pin mau tuột sac thi nhanh nóng máy thay k gi nổi_trội,1,13/05/2020,Negative
sử_dụng đc hơn 1 tháng cảm_nhận mọi thao_tác thông_thường mượt xem phim lướt web thời_gian dài pin k ấm chơi game ấm một_tí xem ytb web dư một ngày chơi game đc tầm 20 trận liên_quân pin dư 40 chip chơi mượt ở mức trung_bình sd wifi full đồ_họa đc nói_chung bá đạo trong tầm giá sở_hữu camera tốt nhất trong tầm giá màn_hình sắc nét nịnh mắt,5,16/08/2020,Positive
mới mua hôm_nay ở shop cát tiên lâm đồng nhân_viên tư_vấn quá nhiệt_tình hiếu_khách cực_kỳ ấn_tượng nói_chung máy cực tốt về phần cập_nhật crom thể cập_nhật trong tất_cả ứng_dụng cập_nhật,5,26/04/2020,Positive
20 ngày sd thấy chơi game khỏe nóng nghe nhạc hay pin khá trâu camera ưng lắm,3,16/06/2019,Positive
máy đơ màn_hình chơi pubg va liên_quân hoi xin doi may dc ko con moi thu deu on xai ok,3,6/5/2019,Neutral
máy kem dùng 1 tháng máy lỗi xuống đổi máy khác nv ko đổithật máy dùng lỗi,1,16/04/2020,Negative
mặc_dù mua thấy tốt 4 mua về thấy tốt luôn 5 sao thấy pin 5000 ưng,5,20/02/2020,Positive
dùng thửcảm giác tệ lần đầu dùng đc 2 ngày đc đổi 1 cai redmi mới sản_phẩm lỗi,1,24/07/2020,Negative
bắt sóng wifi kém hi_vọng bản cập_nhật sắp tới cam hơi nhoè pin tạm ổn pin lipo mn tham_khảo gg,4,24/05/2019,Negative
loa điện_thoại quá nhỏ 1 thág trở liên_tục gặp tình tình_trạng âm_thanh kém full hết cở nghe nhạcgọi điện thoạigọi zalonói mic trong game nhỏ đeo tai_nghe quá tệ,3,16/02/2020,Negative
mua máy 15ngàysử dụng thấy ok trong tầm giáchỉ thi_thoảng lỗi camera vs lỗi cuộc gọicòn mình ý_kiến,5,30/04/2020,Negative
máy đẹp cảm_ứng nhạy màn_hình to âm_thanh rõ lướt mượt bắt sóng wifi 4g tốt mức giá anh quản_lý ở tgdd 1197 cmt8 tp tây_ninh lịch dễ_thương,5,7/3/2019,Positive
đt sài tốt luônpin trâu nữanhân viên nhiệt tìnhkhông chỗ nào chê hết,5,4/4/2020,Positive
máy giá rẻ cấu_hình cao thương_hiệu oppo lớn chương_trình khuyến_mãi,5,25/12/2019,Positive
sản_phẩm ok nhân_viên tgdđ gia bình bắc ninh nhiệt_tình người việt dùng hàng việt,5,26/02/2020,Positive
màn_hình to camera ổn trong tầm giá về pin sạc nhanh mình lướt fb zalo mess xem phim trong 3 tiếng tụt 20 nói pin trâu cực chơi game pubg hay call of duty mình max setting giật hay nóng cả trong tầm giá 6tr đối_thủ nha bạn nào còn lăng tăng mua liền còn kịp mình đánh_giá cao ổn_định nhà xiaomi 1 ngày mình trải nghiệm khá hài_lòng mình sử_dụng thêm vài ngày đánh_giá tiếp mọi người xem,5,24/04/2020,Positive
máy bắt sóng wifi 4g quá chậm gui tin nhắn zalo wechat gửi ko đi hoặc lâu mới nhận tin nhắn pin xai nhanh hết,1,7/1/2020,Negative
sản_phẩm tốt pin trâu mình nghĩxài cả ngày 23 tiếng lướt fb pin tuột quá mau,3,5/5/2020,Neutral
chất_lượng tốt giá mua em quá ngon luôn_luôn ủng_hộ hàng việt chất_lượng,5,26/02/2020,Positive
biết cách khắc_phục tình_trạng pin tụt 100 xuống 87 1 đêm sử_dụng chế_độ máy_bay,4,11/3/2020,Negative
nói_chung dùng ok máy hơi nóng xíu camera tạm ổn thôi hoàn_hảo lắm thua xa con xiaomi mi 9t,4,5/4/2020,Negative
thích nhất samsung còn đt cùi bắp đến bây_giờ giờ khá thất_vọng ss liên_tục sp liên_tiếp cạnh_tranh ko quan_tâm đến chất_lượng máy máy bắt sóng yếu hay đơ nóng máy vân tay ko nhạy ko biết ss nào chịu lắng_nghe người tiêu_dùng,2,3/5/2019,Negative
máy lỗi vân tay đc ko gặp vấn_đề nặng trong nhận tin nhắn zalo messenger quá thất_vọng về vsmart,1,13/06/2020,Negative
mình mua tháng 122017 đến nay dùng ok máy vấn_đề j hết pin còn 87 trâu_bò,4,6/4/2020,Positive
tuyet voi pin tuot nhanh quá sac xog dep 15 phut xuống 2 roi mở wiffi thôi ai giống tui,5,10/6/2020,Negative
dùng 7 tháng điện_thoại mượt sạc nhanh chơi game ok khỏi bàn kiểu_dáng đẹp nchung mua,5,11/1/2020,Positive
một_số đánh giátheo mình d trại nghiệmmấy giá tốtchập hết tất_cả hàng dc ko màmn đòi_hỏi đủ thứ,3,18/05/2020,Positive
một thời_gian sử_dụng nhận_xét pin quá tốt sạc pin đầy chơi game chán_chê luôn độ ổn_định phần_mềm tốt cammera chụp đẹp nói_chung tầm giá dùng tốt,5,29/05/2020,Positive
sản_phẩm tốt pin trâu mới mua đc ngày cam hơi lồi nhân_viên phục_vụ tận_tình,5,18/08/2019,Positive
samsumg a70 con k20 con nào ngon hơn chơi game lien quân lướt fb vs xem youtube khoảng 1 ngày,5,25/11/2019,Negative
mua máy mới mệt giao giao máy sử_dụng yêu_cầu đổi máy mới yêu_cầu đổi máy mới,1,20/02/2020,Negative
đt kém chất_lượng đt sạc nhanh sạc lâu quá sạc 2h 120p dc 30 pin dang sạc tuột pin,1,2/1/2020,Negative
mình mới mua hqua mang về dth hết sạch pin sạc đầy sử_dụng khoảng 20p hết 30 pin đến sáng tự sụt còn 9 trong ko sd sao nhỉ tgdđ,3,28/06/2020,Negative
e vô chplay tải chương_trình về tải xác_minh àh máy sài_ok,4,21/05/2020,Neutral
máy đẹp hiệu_năng tốt đợi sử_dụng một thời_gian xem thế_nào nhiêu thôi d,5,3/6/2017,Positive
tôi mua được 1 tháng mọi thứ đều tốt duy có pin mau tuột nghe nhạc lướt wed sáng đầy pin nghe 5 bài hát còn 80 pin và máy nóng ko biết sao ko lẽ đi đổi máy vì hết tháng đổi,3,15/07/2020,Negative
sản_phẩm lổi samsung thất_vọng mua về mún quăng đi nhắn_tin đóng phim chậm cảm_ứng quá tệ,1,21/05/2020,Negative
mua đc 3 ngày sd thấy ok nói_chung ổn hợp túi_tiền cảm_biến vân tay nhạy,4,26/09/2019,Positive
máy xài tốt mượt sạc nhanh pin trâu mình dùng tác vụ bình_thường zalo fb youtube 1 ngày rưỡi camera đẹp ảo,4,22/04/2020,Positive
mấy_đời a mua nghe gọi chơi ý_định chơi game đưng muamàn hình cảm_ứng dở bao luôndùng cảm_ứng chạmmỗi l6n bấm nút nguồn tắt màn_hình rùi mở chối,1,14/02/2020,Negative
máy xài ổn pin dùng trong 1 ngày máy mượt giật lang máy dòng android bỏ số tiền xứng_đáng,5,27/07/2019,Positive
mượt mình thích khả_năng chống nước sp test thử hài_lòng bác nói màu sơn bền mình ko dùng ốp đến giờ lớp sơn long_lanh ko tróc,5,8/6/2017,Positive
máy camera 48 chup hình dở pin tụt nhanh mạng yếu thực thất_vọng dòng xiaomi đình_đám khoác_lác thôi,1,23/02/2020,Negative
máy ngoại_hình đẹp chơi game cx tạm ổn mấy bạn chơi game nặng chịu_khó chỉnh đồ_hoạ phì hợp chỉnh maxseting bảo giật,5,6/5/2020,Positive
tất_cả tốt pin 4000 tụt nhanh quá lướt fb nửa tiếng thôi tụt gần 20 tắt mạng đêm tự tụt pin,3,13/01/2020,Neutral
dòng samsung thất_bại cảm_ứng lỗi đa điểm pin 4500 tụt nhanh hy_vọng bản vá sửa lỗi,2,12/5/2019,Negative
mua 2 ngày sạc ko mang bảo_hành báo lỗi rêu chân sạc đổ lỗi người dùng làm zính chất_lỏng ko bik chất_lỏng ở đâu đổ lỗi chịu thôi cơ 4 ngày giải_quyết sớm mình chán quá 10tr mua 1 sản_phẩm kém chất_lượng thất_vọng tràn_trề người việt nam đem hàng kém chất_lượng bán người việt_nam,1,26/05/2020,Negative
quá ngon quá đẹp đc trải nghiệm hôm_nay mọi người phân_vân tầm 5990000 ngon hơn oppo realme vivo,5,3/4/2020,Positive
mình mua con redmi note 7 2 tuần sử_dụng máy ko một lỗi nào cả mình thấy tốt tầm giá nói tuyệt_vời tgdd phục_vụ nhiệt_tình,5,28/05/2019,Positive
cả tuyệt_vời trong tầm giá thiết_kế đẹp sang_trọng pin sử_dụng hai ngày mới hết dù bật mạng 2424,5,16/06/2020,Positive
sim mobi mình k đọc dù sim viettel dù đổi 1 2 ok sim mobi k hiển_thị,4,9/11/2019,Negative
mình mua 1 tuần mọi thứ ok pin tụt hơi nhanh xem video tụt nhanh,3,21/02/2019,Neutral
dòng máy quá tuyệt pin sài 5 giờ chiều đến 2250 phút còn 30 pin goi video xem youtube choi games liên_tục tôi thích cảm on shoop nhé,5,11/3/2020,Positive
mua 3 ngày sánh vsmart live huawei 2i sử_dụng pin rõ chán tần_suất sử_dụng ít hơn hẳn mấy pin làm mới nửa ca còn 20 pin zalo lâu_lâu lướt face game cờ_tướng nhẹ youtube ngang pin máy 2f bằng một nửa máy sử_dụng còn cấu_hình mượt đẹp chụp hình tốt,3,22/03/2020,Positive
mong_đợi pin tuột quá nhanhtừ 10h tối đến sáng tuột 30 pintrong k xài hết,2,28/11/2019,Negative
rẻ chiến đc tất_cả game k sợ lag loa nghe ấm nói_chung ok hàng việt thế quá ngon,5,26/07/2020,Positive
sản_phẩm sài tạm thích camera pin trâu còn đt sài ko biết bạn nào giống mình ko sài ứng_dụng dể một tối bấm hoài mới cài nhạc chuông điện_thoại hay mất,2,5/6/2020,Neutral
sản_phẩm mong_đợi cảm_ứng nhảy lung_tung mượt thua máy m20 mua mắc gấp đôi biết bọ lỗi cảm_ứng,3,2/5/2019,Negative
quá tuyệt mình dùng samsung a50s thất_vọng nhờ nv tư_vấn nhiệt_tình mình chuyển sang dùng mẫu oppo thực sản_phẩm túi_tiền cấu_hình cao hơn mẫu samsung,5,12/3/2020,Positive
mua đc 1 tuần dùng mượt camera miếng dán k ad camera nó lòi quá sợ trầy,5,14/11/2019,Neutral
mình mới mua chiều nay khá tạm ổn,4,3/1/2020,Neutral
bình_thường thôi máy đắt quá nhận ko giống giá sạc pin chậm chụp ảnh ok ko chế_độ làm mịn,3,2/5/2017,Negative
ko hiểu sao máy em mua về chơi zing speed mobile đơ dạ shop mong cách khắc_phục ạ hay chip mới tối_ưu,4,8/2/2020,Negative
vừa mua trưa 1105 đánh_giá sơ_bộ trải nghiệm ban_đầu rất tốt cam chụp cực nét còn tổng_thể về lâu_dài thì phải chờ xem thời_gian tới nào tạm 4 và thêm 1 vì nhân_viên tư_vấn của thegioididong hội an rất nhiệt_tình,5,11/5/2020,Positive
mình mới mua về một tháng lỗi chỉnh mong thế_giới di_động hỗ_trợ_giúp,2,1/5/2020,Negative
bật 3g hay wifi tuột pin quá cảm_ứng ok may ưng_ý pin hơi tuột thôi,4,18/10/2019,Positive
máy dùng mới dk mấy ngày thấy ổn ổn còn biếtvân tay nhận_diện khuôn_mặt cực nhạy,5,8/9/2019,Positive
camera xoay ngang điện_thoại sao nó hiển_thị full hết sóng hơi yếu,4,22/02/2020,Negative
nói số 1 trong tầm giá ko ngờ luôn máy chụp ảnh đẹp pin trâu cấu_hình game mướt bạn mua hàng chính hãng tuy cao hơn mấy trăm máy chính hãng ổn_định ko lỗi vặt nóng máy xách tay máy xách tay up rom tầm giá nó đứng_số 2 ko ai dám đứng_số 1 nhé,5,3/12/2019,Positive
sản_phẩm dùng oki tôi hài_lòng pin trâu chụp ảnh nét đẹp tôi đánh_giá vivo s1pro máy tầm giá trung hợp_lý chơi game tốt chụp ảnh nét máy vận_hành mượt tôi đánh_giá iphone vs sam sungs20 utrall 100 điểm tôi đánh_giá vivo s1pro 85 điểm,5,4/8/2020,Positive
màn_hình xài tự_nhiên tối xài tính_năng tự_động chỉnh độ sáng tắt máy mở mới bluetooth lỗi nghe nhạc giật đứt_quãng ức_chế,2,15/01/2020,Negative
mua hôm_nay 109 nguyễn hoàng trảng bom đồng nai hài_lòng về sản_phẩm phục_vụ tgdđ,5,9/2/2020,Positive
mua về nãy trải ngiệm ok mượt nv phục_vụ tận_tình de thuong chu_đáo,5,2/2/2020,Positive
mình sử_dụng máy 15 ngày camera tốt pin trâu cầm nắm thoải_mái hiệu_năng cao trong tầm giá lỗi xem youtube hdr xám fix bản cập_nhật,5,21/04/2020,Positive
sản_phẩm cấu_hình đẹp pin trâu sạc biết sạc nhanh ko mình sạc thấy nhanh giá tốt còn chơi game mình nghĩ máy ko thích_hợp mình thử,5,1/2/2020,Positive
mua đt gần 1 tháng màn_hình đẹp thao_tác mượt camera chụp hình nét cảm_biến vân tay ok tay mình thường mồ_hôi máy mở khóa chính_xác bạn cài_đặt vân tay ít thao_tác tay màn_hình 9 xác máy báo khớp đúng cảm_biến vân tay kh tệ bạn nghỉ đâu ok hơi chậm vs đối_thủ trong phân khúc thôi,5,16/10/2019,Positive
top 110 mức giá android tốt nhất gọn_nhẹ nhanh đẹp 4128 mình dùng 2 tháng mọi ổn,5,30/06/2020,Positive
ss tầm trung a51 trở xuống sao k máy nào đc đánh_giá khoảng 4sao hết_mình định mua con a51 dự chất_lượng sản ngày đi xuống haiiizzz,3,18/03/2020,Negative
sao tôi lưu về 1 số ảnh tải ứng dụnng ảnh nó hiển_thị luôn ấy ứng_dụng instagram fbvv thấy ứng_dụng ảnh kh thấy ngộ he,3,21/05/2020,Negative
dùng 18 ngàygặp một_vài lỗi camera thụt thò chậm sóng yếu ở trong phòng 12 vạch sóng lỗ phát loa thoại nhỏ căn đúng lỗ tai mới nghe rõ loa ngoài mở lớn rè,2,7/2/2020,Negative
máy đẹpsử_dụng tốt hợp_lý trong tầm giá thái_độ nv thegioididong nghi tàm hn luôn tốt mọi lần dù mình mua thẻ cào hay đt mới,5,3/8/2019,Positive
pin hơi yếu sim nhận reset máy loa mở tô dè trong tầm giá quá ổn đòi_hỏi thêm,5,24/11/2019,Negative
điện_thoại mới mua hơn một tuần sài ổn pin trâu mạnh dạng đánh_giá 5 sao,5,15/08/2020,Positive
mua con thôi tôi lấy a10 samsung ngon hơn chip exynos 7884 chạy liên_quân max cấu hìnhbao đâm,1,26/04/2019,Neutral
sài đc 1 tuần cảm_thấy ok tốt trong tầm giáchơi game auto mượt pin cực trâu nói_chung sản_phẩm quá tốt trong tầm phân khúc giá bạn mua sản_phẩm,5,5/5/2020,Positive
em hỏi sao_chụp ảnh nó mờ rõ nét ạ khá ok pin sài hơi nhanh hết ạ,3,19/07/2019,Negative
chụp hình xấu quá tầm giá mua oppo hoặc samsung hơn nova 3i thua,1,26/04/2019,Negative
máy treo về màn_hình samsung thường_xuyên giữ nút nguồn âm_lượng trong thời_gian dài mới khởi_động máy hay giật đơ tự thoát ứng_dụng,2,18/05/2020,Negative
